city,latitude,longitude,forecast_time,temperature_c,humidity_pct
Batumi,42.617,44.7697,2027-02-21T15:00:00+00:00,-4.71,62.06
Telavi,41.8227,44.5078,2027-02-21T16:00:00+00:00,32.52,28.26
Telavi,42.3147,45.8994,2027-02-21T17:00:00+00:00,11.66,39.18
Kutaisi,41.2061,43.475,2027-02-21T18:00:00+00:00,2.7,57.74
Tbilisi,42.7945,43.3373,2027-02-21T19:00:00+00:00,7.8,78.16
Batumi,41.6002,42.6239,2027-02-21T20:00:00+00:00,-1.27,64.34
Tbilisi,42.0171,45.1233,2027-02-21T21:00:00+00:00,10.42,25.33
Tbilisi,41.0543,41.9982,2027-02-21T22:00:00+00:00,10.33,63.16
Batumi,42.4987,43.9682,2027-02-21T23:00:00+00:00,2.02,64.39
Batumi,41.4837,42.9112,2027-02-22T00:00:00+00:00,10.26,60.82
Telavi,42.1999,44.8768,2027-02-22T01:00:00+00:00,17.79,36.36
Telavi,41.1865,42.2502,2027-02-22T02:00:00+00:00,28.39,63.76
Batumi,42.2177,41.0812,2027-02-22T03:00:00+00:00,19.84,36.13
Kutaisi,41.2536,44.2685,2027-02-22T04:00:00+00:00,29.35,40.58
Telavi,41.8493,41.8884,2027-02-22T05:00:00+00:00,24.79,38.91
Batumi,41.4031,42.4995,2027-02-22T06:00:00+00:00,15.7,62.32
Batumi,41.5147,43.3632,2027-02-22T07:00:00+00:00,-0.9,86.99
Telavi,41.8724,44.0615,2027-02-22T08:00:00+00:00,24.27,55.54
Kutaisi,42.6239,41.8786,2027-02-22T09:00:00+00:00,4.96,59.34
Telavi,42.8876,45.7236,2027-02-22T10:00:00+00:00,17.18,44.05
Telavi,41.538,42.7001,2027-02-22T11:00:00+00:00,28.31,60.43
Kutaisi,41.3262,44.7956,2027-02-22T12:00:00+00:00,17.38,83.24
Kutaisi,42.2176,45.3957,2027-02-22T13:00:00+00:00,31.85,79.05
Tbilisi,41.4975,43.1346,2027-02-22T14:00:00+00:00,31.17,81.15
Telavi,41.5668,42.0476,2027-02-22T15:00:00+00:00,19.04,78.77
Telavi,41.8097,41.224,2027-02-22T16:00:00+00:00,13.32,76.18
Batumi,41.0091,44.8101,2027-02-22T17:00:00+00:00,26.93,43.82
Batumi,42.101,45.7477,2027-02-22T18:00:00+00:00,3.49,39.23
Kutaisi,42.4791,44.0526,2027-02-22T19:00:00+00:00,11.08,46.41
Telavi,41.8594,43.9452,2027-02-22T20:00:00+00:00,19.45,38.07
Tbilisi,41.8172,41.5325,2027-02-22T21:00:00+00:00,23.01,79.86
Tbilisi,42.7444,45.3327,2027-02-22T22:00:00+00:00,12.33,23.6
Kutaisi,42.2425,45.5409,2027-02-22T23:00:00+00:00,-1.77,87.44
Batumi,42.5968,42.3035,2027-02-23T00:00:00+00:00,33.06,70.11
Telavi,41.2053,42.9609,2027-02-23T01:00:00+00:00,28.17,49.32
Kutaisi,41.0001,42.6935,2027-02-23T02:00:00+00:00,16.71,55.36
Tbilisi,42.3724,42.9218,2027-02-23T03:00:00+00:00,21.49,38.25
Batumi,41.4088,44.4715,2027-02-23T04:00:00+00:00,33.79,45.76
Telavi,42.151,42.6383,2027-02-23T05:00:00+00:00,30.32,89.45
Kutaisi,41.6484,45.5467,2027-02-23T06:00:00+00:00,20.83,74.71
Telavi,42.7137,43.8831,2027-02-23T07:00:00+00:00,32.94,53.91
Kutaisi,41.0911,45.1241,2027-02-23T08:00:00+00:00,24.98,38.5
Batumi,42.5908,43.1732,2027-02-23T09:00:00+00:00,13.87,69.21
Batumi,42.799,45.0077,2027-02-23T10:00:00+00:00,-0.03,87.13
Batumi,41.6609,45.9017,2027-02-23T11:00:00+00:00,22.3,36.85
Kutaisi,42.7426,45.995,2027-02-23T12:00:00+00:00,12.11,32.07
Telavi,42.7491,42.5043,2027-02-23T13:00:00+00:00,34.71,24.99
Telavi,42.5212,42.2468,2027-02-23T14:00:00+00:00,20.87,60.11
Telavi,42.7189,45.3409,2027-02-23T15:00:00+00:00,21.85,33.71
Kutaisi,41.4415,44.6005,2027-02-23T16:00:00+00:00,-1.62,73.88
Batumi,41.8785,43.8905,2027-02-23T17:00:00+00:00,19.04,25.88
Batumi,41.0031,42.4697,2027-02-23T18:00:00+00:00,31.83,80.18
Batumi,42.8131,45.5185,2027-02-23T19:00:00+00:00,14.59,44.52
Telavi,42.518,41.2439,2027-02-23T20:00:00+00:00,3.65,42.93
Batumi,41.1032,41.9715,2027-02-23T21:00:00+00:00,11.9,37.76
Kutaisi,41.4226,43.9757,2027-02-23T22:00:00+00:00,11.12,74.66
Telavi,42.4944,44.5937,2027-02-23T23:00:00+00:00,4.31,57.61
Batumi,41.3924,42.8539,2027-02-24T00:00:00+00:00,22.19,26.21
Tbilisi,41.897,42.0992,2027-02-24T01:00:00+00:00,-0.04,51.26
Kutaisi,42.7328,43.3049,2027-02-24T02:00:00+00:00,30.45,32.11
Telavi,42.7804,42.9406,2027-02-24T03:00:00+00:00,32.73,51.11
Kutaisi,42.3932,43.5472,2027-02-24T04:00:00+00:00,31.07,58.8
Telavi,42.6274,42.3248,2027-02-24T05:00:00+00:00,14.83,74.14
Kutaisi,42.2266,44.4207,2027-02-24T06:00:00+00:00,21.0,85.87
Kutaisi,41.2767,42.7707,2027-02-24T07:00:00+00:00,2.61,72.49
Kutaisi,42.7564,45.3461,2027-02-24T08:00:00+00:00,33.49,74.88
Telavi,41.7786,43.0995,2027-02-24T09:00:00+00:00,14.01,21.75
Batumi,41.0451,45.3329,2027-02-24T10:00:00+00:00,11.85,44.83
Kutaisi,42.1935,42.7537,2027-02-24T11:00:00+00:00,6.92,25.32
Telavi,42.5331,44.2587,2027-02-24T12:00:00+00:00,3.32,63.54
Tbilisi,42.5775,44.2167,2027-02-24T13:00:00+00:00,-3.14,79.58
Tbilisi,42.5926,42.863,2027-02-24T14:00:00+00:00,9.28,55.44
Batumi,42.4897,44.6118,2027-02-24T15:00:00+00:00,8.74,56.77
Kutaisi,42.3094,43.1133,2027-02-24T16:00:00+00:00,4.84,86.77
Batumi,42.7298,41.6507,2027-02-24T17:00:00+00:00,11.46,88.87
Tbilisi,42.7234,41.1841,2027-02-24T18:00:00+00:00,13.66,79.88
Tbilisi,41.1403,44.6781,2027-02-24T19:00:00+00:00,27.6,60.94
Kutaisi,42.6489,41.389,2027-02-24T20:00:00+00:00,19.0,73.58
Telavi,42.6671,45.9681,2027-02-24T21:00:00+00:00,-1.53,27.13
Kutaisi,42.0048,44.7444,2027-02-24T22:00:00+00:00,12.91,85.04
Telavi,41.8528,42.5598,2027-02-24T23:00:00+00:00,7.26,51.41
Tbilisi,42.0215,44.8206,2027-02-25T00:00:00+00:00,11.33,54.08
Tbilisi,41.5613,43.3078,2027-02-25T01:00:00+00:00,18.34,47.99
Telavi,42.0951,41.7363,2027-02-25T02:00:00+00:00,19.56,71.83
Batumi,41.7377,42.7155,2027-02-25T03:00:00+00:00,19.02,46.24
Tbilisi,41.5525,41.8204,2027-02-25T04:00:00+00:00,4.31,36.21
Batumi,42.1485,41.9297,2027-02-25T05:00:00+00:00,11.91,40.0
Tbilisi,41.6311,45.1909,2027-02-25T06:00:00+00:00,22.22,63.62
Telavi,41.3495,41.7778,2027-02-25T07:00:00+00:00,5.14,44.82
Batumi,42.7513,43.6597,2027-02-25T08:00:00+00:00,10.04,41.58
Kutaisi,41.9021,42.2182,2027-02-25T09:00:00+00:00,17.07,78.66
Kutaisi,41.9076,44.7032,2027-02-25T10:00:00+00:00,8.58,38.28
Kutaisi,42.7295,45.1381,2027-02-25T11:00:00+00:00,-4.89,42.91
Kutaisi,41.5641,41.0834,2027-02-25T12:00:00+00:00,30.89,81.16
Batumi,42.8326,42.1297,2027-02-25T13:00:00+00:00,15.18,65.16
Kutaisi,42.9842,43.6864,2027-02-25T14:00:00+00:00,24.91,68.98
Telavi,41.8272,45.6284,2027-02-25T15:00:00+00:00,29.58,53.53
Tbilisi,41.4076,45.8469,2027-02-25T16:00:00+00:00,31.75,25.34
Batumi,41.0173,42.7767,2027-02-25T17:00:00+00:00,9.96,38.73
Telavi,42.5449,43.6726,2027-02-25T18:00:00+00:00,-1.86,34.7
Kutaisi,42.2754,44.4688,2027-02-25T19:00:00+00:00,14.56,62.16
Kutaisi,42.7536,45.0337,2027-02-25T20:00:00+00:00,-2.68,60.41
Kutaisi,42.4118,44.3871,2027-02-25T21:00:00+00:00,33.94,84.17
Telavi,41.6606,45.0383,2027-02-25T22:00:00+00:00,28.58,88.11
Tbilisi,41.7536,42.7258,2027-02-25T23:00:00+00:00,19.83,35.06
Batumi,42.8849,41.4855,2027-02-26T00:00:00+00:00,3.81,57.27
Tbilisi,42.0955,44.5824,2027-02-26T01:00:00+00:00,-3.36,23.88
Batumi,42.921,41.3252,2027-02-26T02:00:00+00:00,5.33,46.96
Kutaisi,41.2543,44.0335,2027-02-26T03:00:00+00:00,27.66,41.82
Batumi,41.2056,44.0413,2027-02-26T04:00:00+00:00,9.8,52.43
Batumi,42.9561,45.235,2027-02-26T05:00:00+00:00,28.62,71.49
Tbilisi,41.3468,43.5751,2027-02-26T06:00:00+00:00,1.19,83.32
Kutaisi,41.1814,41.4358,2027-02-26T07:00:00+00:00,23.95,26.17
Batumi,41.1677,45.4133,2027-02-26T08:00:00+00:00,9.25,33.7
Tbilisi,42.9045,42.6036,2027-02-26T09:00:00+00:00,-3.44,24.12
Kutaisi,41.5937,43.2489,2027-02-26T10:00:00+00:00,16.31,67.02
Tbilisi,42.7874,44.0832,2027-02-26T11:00:00+00:00,30.52,48.51
Kutaisi,42.3273,42.5643,2027-02-26T12:00:00+00:00,13.26,71.9
Telavi,41.4748,45.0011,2027-02-26T13:00:00+00:00,8.02,82.04
Tbilisi,42.5662,44.7099,2027-02-26T14:00:00+00:00,2.35,61.37
Batumi,41.8132,44.0694,2027-02-26T15:00:00+00:00,31.19,38.68
Batumi,41.1102,42.5339,2027-02-26T16:00:00+00:00,-1.72,63.27
Tbilisi,41.0458,45.8585,2027-02-26T17:00:00+00:00,31.71,72.37
Telavi,42.38,41.4664,2027-02-26T18:00:00+00:00,-2.65,72.76
Batumi,41.3201,42.2503,2027-02-26T19:00:00+00:00,27.0,28.64
Batumi,41.8348,43.5173,2027-02-26T20:00:00+00:00,0.04,68.09
Telavi,41.7117,44.1902,2027-02-26T21:00:00+00:00,1.82,74.75
Telavi,42.9092,41.1524,2027-02-26T22:00:00+00:00,2.74,38.97
Tbilisi,42.4915,41.0556,2027-02-26T23:00:00+00:00,17.75,29.74
Kutaisi,41.9846,44.8003,2027-02-27T00:00:00+00:00,17.05,51.91
Batumi,41.3158,41.1525,2027-02-27T01:00:00+00:00,33.41,66.27
Kutaisi,42.1177,44.0784,2027-02-27T02:00:00+00:00,24.4,37.79
Batumi,42.113,45.6964,2027-02-27T03:00:00+00:00,0.79,44.48
Kutaisi,41.6694,45.5048,2027-02-27T04:00:00+00:00,27.46,43.18
Tbilisi,42.413,41.7371,2027-02-27T05:00:00+00:00,20.27,56.12
Tbilisi,42.612,41.2196,2027-02-27T06:00:00+00:00,17.1,32.15
Batumi,41.5243,43.0925,2027-02-27T07:00:00+00:00,9.34,41.03
Telavi,41.527,45.7731,2027-02-27T08:00:00+00:00,10.97,88.58
Kutaisi,41.0833,43.8979,2027-02-27T09:00:00+00:00,5.29,25.84
Kutaisi,41.8713,45.8147,2027-02-27T10:00:00+00:00,5.38,22.47
Telavi,41.6585,45.205,2027-02-27T11:00:00+00:00,12.26,29.42
Telavi,42.0617,45.6337,2027-02-27T12:00:00+00:00,12.71,81.61
Kutaisi,41.8511,45.9127,2027-02-27T13:00:00+00:00,34.07,63.64
Batumi,41.1481,42.9468,2027-02-27T14:00:00+00:00,33.36,49.17
Batumi,42.7701,41.6903,2027-02-27T15:00:00+00:00,18.66,81.93
Tbilisi,42.5987,45.3407,2027-02-27T16:00:00+00:00,17.24,20.64
Kutaisi,41.964,43.9456,2027-02-27T17:00:00+00:00,21.62,51.31
Tbilisi,42.5073,44.077,2027-02-27T18:00:00+00:00,3.57,21.17
Kutaisi,41.2425,44.6052,2027-02-27T19:00:00+00:00,5.25,89.63
Kutaisi,42.4597,43.8006,2027-02-27T20:00:00+00:00,33.03,59.87
Kutaisi,41.1468,44.5565,2027-02-27T21:00:00+00:00,-0.12,52.17
Tbilisi,42.9141,42.1668,2027-02-27T22:00:00+00:00,12.62,59.26
Kutaisi,42.7654,45.7866,2027-02-27T23:00:00+00:00,11.35,35.05
Tbilisi,42.6401,42.6569,2027-02-28T00:00:00+00:00,3.84,66.03
Telavi,41.9868,45.0391,2027-02-28T01:00:00+00:00,5.23,55.74
Telavi,42.6294,43.6436,2027-02-28T02:00:00+00:00,25.81,78.43
Kutaisi,41.76,44.3041,2027-02-28T03:00:00+00:00,18.72,31.68
Batumi,42.7453,41.7943,2027-02-28T04:00:00+00:00,31.25,70.18
Tbilisi,42.5203,41.5539,2027-02-28T05:00:00+00:00,3.73,37.18
Batumi,41.0835,45.4914,2027-02-28T06:00:00+00:00,15.57,49.9
Kutaisi,42.363,45.159,2027-02-28T07:00:00+00:00,14.4,48.67
Telavi,42.0048,44.0541,2027-02-28T08:00:00+00:00,10.97,42.68
Batumi,41.9593,42.344,2027-02-28T09:00:00+00:00,6.23,42.78
Telavi,41.6694,41.3967,2027-02-28T10:00:00+00:00,9.3,34.05
Telavi,41.6448,42.7231,2027-02-28T11:00:00+00:00,26.49,43.08
Batumi,42.8475,44.5001,2027-02-28T12:00:00+00:00,14.54,57.62
Telavi,42.9307,41.4349,2027-02-28T13:00:00+00:00,22.43,69.4
Kutaisi,42.9415,42.9289,2027-02-28T14:00:00+00:00,30.49,85.0
Telavi,41.8875,44.8031,2027-02-28T15:00:00+00:00,28.56,65.63
Telavi,41.8488,42.6732,2027-02-28T16:00:00+00:00,5.73,48.44
Kutaisi,41.1439,42.791,2027-02-28T17:00:00+00:00,20.65,41.75
Tbilisi,42.2228,43.203,2027-02-28T18:00:00+00:00,18.95,36.63
Tbilisi,42.827,41.2491,2027-02-28T19:00:00+00:00,33.22,44.57
Batumi,41.1221,41.5513,2027-02-28T20:00:00+00:00,26.37,78.6
Tbilisi,42.5172,42.6364,2027-02-28T21:00:00+00:00,14.02,64.75
Batumi,42.8439,41.7229,2027-02-28T22:00:00+00:00,15.97,73.15
Batumi,41.6106,44.3141,2027-02-28T23:00:00+00:00,1.7,46.71
Tbilisi,42.1355,43.5995,2027-03-01T00:00:00+00:00,5.16,65.84
Tbilisi,42.9098,45.0223,2027-03-01T01:00:00+00:00,29.97,87.96
Kutaisi,41.0162,42.0199,2027-03-01T02:00:00+00:00,31.4,58.75
Tbilisi,42.677,42.6682,2027-03-01T03:00:00+00:00,3.77,72.34
Kutaisi,42.5891,43.6349,2027-03-01T04:00:00+00:00,11.01,72.28
Tbilisi,42.8571,42.6315,2027-03-01T05:00:00+00:00,5.9,81.65
Kutaisi,41.4901,41.7712,2027-03-01T06:00:00+00:00,10.72,63.05
Telavi,41.9691,42.3366,2027-03-01T07:00:00+00:00,24.91,89.34
Batumi,41.9915,41.2404,2027-03-01T08:00:00+00:00,8.31,34.43
Kutaisi,42.2481,41.3148,2027-03-01T09:00:00+00:00,18.97,30.72
Kutaisi,41.8175,44.6944,2027-03-01T10:00:00+00:00,32.02,30.75
Kutaisi,42.4757,41.8536,2027-03-01T11:00:00+00:00,-1.58,81.69
Kutaisi,42.9397,44.6133,2027-03-01T12:00:00+00:00,28.99,65.43
Batumi,42.1142,45.3045,2027-03-01T13:00:00+00:00,21.94,51.78
Kutaisi,42.098,41.4467,2027-03-01T14:00:00+00:00,1.35,32.77
Kutaisi,41.4351,44.0367,2027-03-01T15:00:00+00:00,10.91,64.89
Kutaisi,41.5771,42.9771,2027-03-01T16:00:00+00:00,12.83,62.67
Tbilisi,42.6624,45.1507,2027-03-01T17:00:00+00:00,-1.71,74.69
Tbilisi,42.2143,41.3234,2027-03-01T18:00:00+00:00,14.33,45.92
Batumi,42.1452,44.44,2027-03-01T19:00:00+00:00,6.96,75.54
Batumi,41.6781,44.3609,2027-03-01T20:00:00+00:00,12.18,39.29
Batumi,42.04,44.3648,2027-03-01T21:00:00+00:00,4.78,74.64
Kutaisi,42.3259,43.3793,2027-03-01T22:00:00+00:00,12.6,50.41
Telavi,42.5603,43.9117,2027-03-01T23:00:00+00:00,-3.53,21.31
Kutaisi,41.606,44.0638,2027-03-02T00:00:00+00:00,20.95,69.59
Kutaisi,41.4453,44.8292,2027-03-02T01:00:00+00:00,16.48,66.01
Tbilisi,41.6726,43.0526,2027-03-02T02:00:00+00:00,17.55,86.55
Tbilisi,42.6601,42.3282,2027-03-02T03:00:00+00:00,19.5,82.83
Telavi,41.8098,45.7473,2027-03-02T04:00:00+00:00,4.64,80.56
Kutaisi,41.421,43.9687,2027-03-02T05:00:00+00:00,13.66,89.59
Tbilisi,41.2196,45.7487,2027-03-02T06:00:00+00:00,20.74,52.36
Batumi,42.533,44.0728,2027-03-02T07:00:00+00:00,5.51,66.42
Kutaisi,42.3885,43.4188,2027-03-02T08:00:00+00:00,1.92,85.98
Telavi,42.9238,42.6838,2027-03-02T09:00:00+00:00,5.18,35.63
Kutaisi,42.2963,44.6561,2027-03-02T10:00:00+00:00,14.51,26.67
Kutaisi,42.7511,42.8705,2027-03-02T11:00:00+00:00,3.56,66.56
Batumi,41.4756,41.7228,2027-03-02T12:00:00+00:00,9.67,46.1
Tbilisi,42.668,44.3708,2027-03-02T13:00:00+00:00,18.28,87.76
Kutaisi,41.972,43.989,2027-03-02T14:00:00+00:00,28.31,45.35
Tbilisi,42.3072,43.0123,2027-03-02T15:00:00+00:00,1.22,82.85
Kutaisi,42.2561,41.5878,2027-03-02T16:00:00+00:00,2.74,31.74
Batumi,42.4833,44.276,2027-03-02T17:00:00+00:00,33.49,41.14
Tbilisi,41.6012,43.3251,2027-03-02T18:00:00+00:00,5.06,76.48
Telavi,42.2672,41.4801,2027-03-02T19:00:00+00:00,24.18,54.49
Telavi,42.4407,45.0332,2027-03-02T20:00:00+00:00,22.74,88.19
Tbilisi,42.1119,44.5682,2027-03-02T21:00:00+00:00,17.88,89.63
Batumi,41.9986,42.417,2027-03-02T22:00:00+00:00,23.56,48.17
Tbilisi,41.923,41.9548,2027-03-02T23:00:00+00:00,27.99,27.05
Tbilisi,41.9202,44.0789,2027-03-03T00:00:00+00:00,-3.75,79.25
Tbilisi,41.8767,41.1763,2027-03-03T01:00:00+00:00,10.33,60.09
Kutaisi,42.1492,43.4444,2027-03-03T02:00:00+00:00,12.3,61.82
Kutaisi,41.6276,41.4893,2027-03-03T03:00:00+00:00,31.15,30.93
Kutaisi,42.1566,44.903,2027-03-03T04:00:00+00:00,21.58,73.95
Telavi,41.8903,44.3843,2027-03-03T05:00:00+00:00,9.12,33.86
Telavi,41.9736,42.2008,2027-03-03T06:00:00+00:00,30.17,75.69
Telavi,41.091,41.289,2027-03-03T07:00:00+00:00,0.12,57.38
Batumi,41.5402,41.4269,2027-03-03T08:00:00+00:00,3.55,76.06
Tbilisi,42.5066,44.0605,2027-03-03T09:00:00+00:00,-2.02,33.27
Telavi,42.8216,42.5494,2027-03-03T10:00:00+00:00,14.7,41.68
Batumi,41.8644,45.2553,2027-03-03T11:00:00+00:00,31.92,41.96
Telavi,41.8833,45.1009,2027-03-03T12:00:00+00:00,-2.5,68.62
Tbilisi,41.392,44.8382,2027-03-03T13:00:00+00:00,33.94,66.73
Tbilisi,42.8283,44.3677,2027-03-03T14:00:00+00:00,4.13,45.49
Telavi,42.687,43.8036,2027-03-03T15:00:00+00:00,1.13,77.71
Batumi,42.9486,42.7135,2027-03-03T16:00:00+00:00,32.94,66.86
Batumi,42.7939,43.3544,2027-03-03T17:00:00+00:00,18.65,38.51
Tbilisi,41.283,43.5329,2027-03-03T18:00:00+00:00,25.54,47.32
Tbilisi,41.1769,41.6313,2027-03-03T19:00:00+00:00,0.14,33.73
Batumi,41.1511,44.1331,2027-03-03T20:00:00+00:00,1.66,80.67
Telavi,41.1652,41.541,2027-03-03T21:00:00+00:00,14.57,64.93
Batumi,42.6858,45.0501,2027-03-03T22:00:00+00:00,29.61,47.6
Kutaisi,41.903,42.3205,2027-03-03T23:00:00+00:00,20.16,46.43
Kutaisi,42.4001,41.9043,2027-03-04T00:00:00+00:00,22.46,42.19
Kutaisi,42.8491,41.5469,2027-03-04T01:00:00+00:00,-1.1,74.07
Kutaisi,41.1707,42.9102,2027-03-04T02:00:00+00:00,13.01,55.78
Tbilisi,42.3743,41.7219,2027-03-04T03:00:00+00:00,3.24,77.79
Tbilisi,42.38,42.0819,2027-03-04T04:00:00+00:00,28.5,70.56
Kutaisi,42.5606,43.6853,2027-03-04T05:00:00+00:00,30.91,80.34
Tbilisi,41.5203,44.3538,2027-03-04T06:00:00+00:00,1.63,86.23
Kutaisi,42.3238,42.2192,2027-03-04T07:00:00+00:00,4.72,38.69
Tbilisi,42.7988,41.5565,2027-03-04T08:00:00+00:00,12.72,57.92
Telavi,41.0228,41.0081,2027-03-04T09:00:00+00:00,14.27,74.44
Kutaisi,41.9374,43.4145,2027-03-04T10:00:00+00:00,24.29,20.74
Telavi,42.3228,43.4158,2027-03-04T11:00:00+00:00,-0.66,58.04
Telavi,41.7544,44.7023,2027-03-04T12:00:00+00:00,9.93,53.82
Telavi,42.3781,41.3284,2027-03-04T13:00:00+00:00,11.64,87.09
Telavi,41.2946,42.4097,2027-03-04T14:00:00+00:00,15.94,56.13
Tbilisi,42.3135,41.5149,2027-03-04T15:00:00+00:00,10.6,60.2
Tbilisi,41.4524,45.1356,2027-03-04T16:00:00+00:00,1.47,79.15
Kutaisi,42.5917,42.2835,2027-03-04T17:00:00+00:00,12.18,40.9
Tbilisi,41.8026,42.6145,2027-03-04T18:00:00+00:00,31.25,72.69
Tbilisi,41.7738,45.5586,2027-03-04T19:00:00+00:00,26.84,59.84
Telavi,42.2903,42.1473,2027-03-04T20:00:00+00:00,0.23,77.0
Tbilisi,42.4103,43.9809,2027-03-04T21:00:00+00:00,22.31,28.64
Tbilisi,42.4748,42.8688,2027-03-04T22:00:00+00:00,17.95,33.15
Batumi,42.1592,43.3227,2027-03-04T23:00:00+00:00,-4.57,39.41
Tbilisi,42.9215,45.6114,2027-03-05T00:00:00+00:00,-2.32,37.43
Telavi,42.4573,44.9048,2027-03-05T01:00:00+00:00,8.64,32.03
Tbilisi,41.2812,41.5654,2027-03-05T02:00:00+00:00,17.86,85.05
Tbilisi,42.1008,43.5502,2027-03-05T03:00:00+00:00,9.67,39.34
Tbilisi,41.2831,45.2152,2027-03-05T04:00:00+00:00,19.14,33.93
Kutaisi,42.0905,44.78,2027-03-05T05:00:00+00:00,28.1,33.45
Tbilisi,41.0085,42.8104,2027-03-05T06:00:00+00:00,4.57,76.24
Tbilisi,41.96,42.6904,2027-03-05T07:00:00+00:00,5.15,60.17
Kutaisi,41.2442,45.3804,2027-03-05T08:00:00+00:00,24.38,41.3
Tbilisi,41.3011,43.7154,2027-03-05T09:00:00+00:00,2.58,59.99
Kutaisi,42.0265,44.1739,2027-03-05T10:00:00+00:00,23.26,59.64
Tbilisi,42.8635,42.6944,2027-03-05T11:00:00+00:00,25.33,62.2
Tbilisi,41.9856,43.4647,2027-03-05T12:00:00+00:00,29.28,68.95
Batumi,41.0653,43.054,2027-03-05T13:00:00+00:00,13.08,23.99
Kutaisi,41.1474,42.2682,2027-03-05T14:00:00+00:00,32.31,46.74
Kutaisi,41.1864,42.9608,2027-03-05T15:00:00+00:00,16.63,36.23
Kutaisi,41.4177,43.2411,2027-03-05T16:00:00+00:00,17.34,28.07
Telavi,42.5279,43.0186,2027-03-05T17:00:00+00:00,13.59,66.71
Tbilisi,41.0188,42.3991,2027-03-05T18:00:00+00:00,7.41,85.92
Telavi,42.3526,44.3415,2027-03-05T19:00:00+00:00,4.33,25.6
Telavi,42.5206,41.223,2027-03-05T20:00:00+00:00,4.03,38.49
Telavi,42.4968,44.6128,2027-03-05T21:00:00+00:00,13.05,83.87
Telavi,42.7923,42.3201,2027-03-05T22:00:00+00:00,29.73,28.14
Tbilisi,41.6044,42.4045,2027-03-05T23:00:00+00:00,16.33,23.02
Kutaisi,42.4018,45.9161,2027-03-06T00:00:00+00:00,24.01,35.21
Tbilisi,42.0828,45.9541,2027-03-06T01:00:00+00:00,10.48,79.95
Kutaisi,41.3244,41.2573,2027-03-06T02:00:00+00:00,18.77,79.41
Kutaisi,42.6353,44.5906,2027-03-06T03:00:00+00:00,6.96,53.41
Tbilisi,41.2104,41.2561,2027-03-06T04:00:00+00:00,33.13,60.33
Telavi,41.6133,43.2479,2027-03-06T05:00:00+00:00,6.6,72.02
Telavi,41.6828,41.7493,2027-03-06T06:00:00+00:00,17.61,51.91
Batumi,41.7748,43.8831,2027-03-06T07:00:00+00:00,6.84,43.65
Tbilisi,42.5164,43.8999,2027-03-06T08:00:00+00:00,19.35,38.05
Telavi,42.0568,42.7444,2027-03-06T09:00:00+00:00,11.67,79.0
Telavi,42.4471,44.6446,2027-03-06T10:00:00+00:00,2.28,80.59
Telavi,41.1354,43.597,2027-03-06T11:00:00+00:00,32.26,74.73
Telavi,41.0675,44.8376,2027-03-06T12:00:00+00:00,12.71,50.85
Telavi,41.8781,42.8729,2027-03-06T13:00:00+00:00,-3.36,65.8
Telavi,41.2886,42.1141,2027-03-06T14:00:00+00:00,13.74,32.86
Telavi,41.1395,44.9266,2027-03-06T15:00:00+00:00,-2.79,50.65
Batumi,42.9767,41.616,2027-03-06T16:00:00+00:00,17.16,49.36
Batumi,42.3214,41.1624,2027-03-06T17:00:00+00:00,16.59,83.07
Batumi,41.5748,41.8198,2027-03-06T18:00:00+00:00,2.7,85.91
Batumi,41.1038,41.7155,2027-03-06T19:00:00+00:00,19.67,85.04
Kutaisi,41.5598,41.1128,2027-03-06T20:00:00+00:00,11.05,69.59
Tbilisi,42.669,45.7597,2027-03-06T21:00:00+00:00,10.11,88.94
Kutaisi,42.4154,44.4003,2027-03-06T22:00:00+00:00,-4.91,62.84
Batumi,41.3815,43.1882,2027-03-06T23:00:00+00:00,30.2,42.62
Batumi,42.1976,41.4517,2027-03-07T00:00:00+00:00,15.23,36.97
Tbilisi,41.066,42.9127,2027-03-07T01:00:00+00:00,32.61,37.77
Kutaisi,41.5745,43.3944,2027-03-07T02:00:00+00:00,32.88,37.18
Tbilisi,42.9237,44.1588,2027-03-07T03:00:00+00:00,25.59,56.42
Tbilisi,41.5119,42.8105,2027-03-07T04:00:00+00:00,33.52,83.32
Tbilisi,41.648,45.8721,2027-03-07T05:00:00+00:00,11.41,89.54
Batumi,41.7303,45.0036,2027-03-07T06:00:00+00:00,14.19,80.17
Telavi,42.1013,44.1877,2027-03-07T07:00:00+00:00,12.87,47.78
Batumi,41.0841,44.6105,2027-03-07T08:00:00+00:00,33.04,31.81
Batumi,42.7754,45.5853,2027-03-07T09:00:00+00:00,-3.63,82.95
Kutaisi,42.1204,45.8223,2027-03-07T10:00:00+00:00,31.9,86.6
Batumi,42.0799,43.3599,2027-03-07T11:00:00+00:00,15.98,53.88
Telavi,41.406,44.9879,2027-03-07T12:00:00+00:00,-1.95,76.1
Kutaisi,42.1348,44.986,2027-03-07T13:00:00+00:00,1.95,77.22
Telavi,42.8314,43.8872,2027-03-07T14:00:00+00:00,7.39,28.04
Tbilisi,41.4689,44.8012,2027-03-07T15:00:00+00:00,16.68,55.46
Telavi,41.009,42.6209,2027-03-07T16:00:00+00:00,23.06,32.52
Telavi,41.6244,44.4239,2027-03-07T17:00:00+00:00,1.0,21.48
Batumi,42.4612,44.2804,2027-03-07T18:00:00+00:00,-4.85,70.62
Telavi,41.7217,42.8329,2027-03-07T19:00:00+00:00,5.86,47.88
